problem,problem_id,dsl,full_dsl,step,correct,output,id,task_id_mc_larc,description_output,ChatGPT Response1,ChatGPT Response2,ChatGPT Response3,ChatGPT Response4
212,d2abd087.json,"['obj_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'complete']","['obj_color(self.temp_state, object2, 2)', 'obj_color(self.temp_state, object3, 2)', 'obj_color(self.temp_state, object4, 1)', 'obj_color(self.temp_state, object5, 1)', 'obj_color(self.temp_state, object1, 1)', 'complete(self.temp_state)']",6,TRUE,"[[0, 1, 1, 0, 0, 0, 2, 2, 0, 0], [0, 1, 1, 0, 0, 0, 2, 2, 0, 0], [1, 1, 1, 1, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 0, 0, 0, 0, 1, 0, 0], [0, 2, 2, 2, 2, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 1, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",d2abd087,329,"To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses (6) gray squares, change those gray squares to red. If the shape has any other number of gray squares, change the gray squares to blue.","To make the output, you have to...copy the input grid. Then count how many green squares make up each of the individual shapes. If the shape uses (6) green squares, change those green squares to red. If the shape has any other number of green squares, change the green squares to blue.","To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses (4) gray squares, change those gray squares to red. If the shape has any other number of gray squares, change the gray squares to blue.","To make the output, you have to...copy the input grid. Then count how many gray rectangles make up each of the individual shapes. If the shape uses (6) gray rectangles, change those gray rectangles to red. If the shape has any other number of gray rectangles, change the gray rectangles to blue.","To make the output, you have to...copy the input grid. Then count how many gray squares make up each of the individual shapes. If the shape uses (6) gray squares, change those gray squares to yellow. If the shape has any other number of gray squares, change the gray squares to blue."
214,d406998b.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['pixel_color([(2, 16)], 3)', 'pixel_color([(0, 14)], 3)', 'pixel_color([(0, 12)], 3)', 'pixel_color([(2, 10)], 3)', 'pixel_color([(1, 8)], 3)', 'pixel_color([(2, 6)], 3)', 'pixel_color([(2, 4)], 3)', 'pixel_color([(1, 2)], 3)', 'pixel_color([(1, 0)], 3)', 'complete(self.temp_state)']",10,TRUE,"[[0, 0, 0, 5, 0, 0, 0, 5, 0, 5, 0, 0, 3, 0, 3, 0, 0], [3, 0, 3, 0, 0, 5, 0, 0, 3, 0, 0, 5, 0, 0, 0, 5, 0], [0, 5, 0, 0, 3, 0, 3, 0, 0, 0, 3, 0, 0, 5, 0, 0, 3]]",d406998b,331,"To make the output, you have to...begin from the right-most column and change the grey pixels in the odd-numbered columns with green.","To make the output, you have to...start from the right-most column and substitute the green pixels in the even-numbered columns with grey.","To make the output, you have to...begin from the left-most column and replace the grey pixels in the odd-numbered columns with green. ","To make the output, you have to...initiate from the right-most column and substitute the brown pixels in the odd-numbered columns with green. ","To make the output, you have to...start from the topmost row and replace the grey pixels in the odd-numbered rows with green."
215,d43fd935.json,"['pixel_color', 'pixel_color', 'vertical_line', 'complete']","['pixel_color([(6, 1)], 6)', 'pixel_color([(8, 3)], 6)', 'vertical_line(self.temp_state, [(6, 3), (0, 3)], 2)', 'complete(self.temp_state)']",4,TRUE,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [2, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 2, 0, 0], [6, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 6, 0, 0], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [6, 6, 3, 3, 0, 0, 0, 0, 0, 0], [0, 0, 3, 3, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 2, 0, 0], [0, 0, 0, 6, 0, 6, 0, 0, 0, 0]]",d43fd935,332,"To make the output, you have to...fill the same color of any square that is vertical or horizontal to the corner of the green square.","To make the output, you have to...fill the same color of any rectangle that is diagonal to the corner of the green square.","To make the output, you have to...fill the different color of any square that is vertical or horizontal to the corner of the green hexagon.","To make the output, you have to...empty the same color of any square that is vertical or horizontal to the corner of the blue square.","To make the output, you have to...fill the same color of any square that is vertical or horizontal to the corner of the brown square."
216,d4a91cb9.json,"['vertical_line', 'horizontal_line', 'complete']","['vertical_line(self.temp_state, [(8, 3), (1, 3)], 4)', 'horizontal_line(self.temp_state, [(2, 11), (2, 3)], 4)', 'complete(self.temp_state)']",3,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 2, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",d4a91cb9,334,"To make the output, you have to...draw a down line with yellow to which the red grid's row meet. and continue the yellow grid to the side of the red grid.","To make the output, you have to...draw an up line with blue to which the green grid's row meet. and continue the green grid to the side of the yellow grid.","To make the output, you have to...draw a down line with pink to which the red grid's row meet. and continue the pink grid to the side of the green grid.","To make the output, you have to...draw an up line with brown to which the pink grid's row meet. and continue the brown grid to the side of the green grid.","To make the output, you have to...draw a down line with gray to which the black grid's row meet. and continue the gray grid to the side of the brown grid."
217,d4f3cd78.json,"['vertical_line', 'vertical_line', 'vertical_line', 'horizontal_line', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(2, 3), (7, 3)], 8)', 'vertical_line(self.temp_state, [(2, 4), (7, 4)], 8)', 'vertical_line(self.temp_state, [(2, 5), (7, 5)], 8)', 'horizontal_line(self.temp_state, [(5, 5), (5, 9)], 8)', 'pixel_color([(5, 9)], 8)', 'complete(self.temp_state)']",6,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 5, 5, 5, 5, 5, 0, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0, 0], [0, 0, 5, 8, 8, 8, 8, 8, 8, 8], [0, 0, 5, 8, 8, 8, 5, 0, 0, 0], [0, 0, 5, 5, 5, 5, 5, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",d4f3cd78,335,"To make the output, you have to...fill the gray with light blue then extend a line out the empty spot to the the end of the grid.","To make the output, you have to...fill the gray with brown then extend a line out the empty spot to the top end of the grid.","To make the output, you have to...fill the green with pink then extend a line out the empty spot to the side end of the grid.","To make the output, you have to...fill the gray with red then extend a line out the full area to the end of the grid.","To make the output, you have to...fill the gray with yellow then shorten a line into the filled spot to the the start of the grid."
218,d511f180.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['pixel_color([(3, 3)], 5)', 'pixel_color([(3, 2)], 5)', 'pixel_color([(1, 1)], 5)', 'pixel_color([(0, 1)], 5)', 'pixel_color([(0, 0)], 5)', 'pixel_color([(1, 3)], 8)', 'pixel_color([(0, 3)], 8)', 'complete(self.temp_state)']",8,TRUE,"[[5, 5, 4, 8], [3, 5, 7, 8], [3, 7, 1, 9], [6, 4, 5, 5]]",d511f180,336,"To make the output, you have to...change all gray squares to light blue and all light blue squares to gray. Everything else keep the same as input.","To make the output, you have to...change all green squares to light blue and all light blue squares to green. Everything else keep the same as input.","To make the output, you have to...change all gray squares to pink and all light blue squares to gray. Everything else keep the same as input.","To make the output, you have to...change all brown squares to light blue and all light blue squares to brown. Everything else keep the same as input.","To make the output, you have to...change all gray squares to yellow and all light blue squares to gray. Everything else keep the same as input."
219,d5d6de2d.json,"['pixel_color', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'obj_color', 'obj_color', 'complete']","['pixel_color([(1, 1)], 3)', 'horizontal_line(self.temp_state, [(5, 1), (5, 8)], 3)', 'horizontal_line(self.temp_state, [(6, 1), (6, 8)], 3)', 'horizontal_line(self.temp_state, [(7, 1), (7, 8)], 3)', 'horizontal_line(self.temp_state, [(8, 1), (8, 8)], 3)', 'obj_color(self.temp_state, object2, 0)', 'obj_color(self.temp_state, object1, 0)', 'complete(self.temp_state)']",8,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 3, 3, 3, 3, 3, 0, 0], [0, 0, 3, 3, 3, 3, 3, 3, 0, 0], [0, 0, 3, 3, 3, 3, 3, 3, 0, 0], [0, 0, 3, 3, 3, 3, 3, 3, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",d5d6de2d,337,"To make the output, you have to...fill in the holes of the boxes with green, then black out the outlines of the boxes.","To make the output, you have to...fill in the holes of the circles with green, then black out the outlines of the circles.","To make the output, you have to...outline the boxes with green, then fill in the boxes with black.","To make the output, you have to...fill in the holes of the boxes with pink, then black out the outlines of the boxes.","To make the output, you have to...fill in the holes of the boxes with green, then blue out the outlines of the boxes."
221,d6ad076f.json,"['vertical_line', 'vertical_line', 'vertical_line', 'complete']","['vertical_line(self.temp_state, [(1, 6), (6, 6)], 8)', 'vertical_line(self.temp_state, [(1, 5), (6, 5)], 8)', 'vertical_line(self.temp_state, [(1, 4), (6, 4)], 8)', 'complete(self.temp_state)']",4,TRUE,"[[1, 1, 1, 1, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 0, 0, 0, 2, 2, 2], [1, 1, 1, 1, 8, 8, 8, 2, 2, 2], [1, 1, 1, 1, 8, 8, 8, 2, 2, 2], [1, 1, 1, 1, 8, 8, 8, 2, 2, 2], [1, 1, 1, 1, 8, 8, 8, 2, 2, 2], [1, 1, 1, 1, 0, 0, 0, 2, 2, 2], [1, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",d6ad076f,340,"To make the output, you have to...copy the input grid and connect the two shapes with the blue grid.it must be smaller than the size of the small input shape.","To make the output, you have to...copy the input grid and connect the two shapes with the red grid. It must be larger than the size of the small input shape.","To make the output, you have to...replicate the input grid and disconnect the two shapes using the blue grid. It should be equal to the size of the small input shape.","To make the output, you have to...replace the input grid and connect the two shapes using the yellow grid. It needs to be bigger than the size of the small input shape.","To make the output, you have to...clone the input grid and detach the two shapes using the green grid. It has to be smaller than the size of the large input shape."
222,d89b689b.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'complete']","['pixel_color([(5, 4)], 6)', 'pixel_color([(5, 5)], 7)', 'pixel_color([(4, 5)], 4)', 'pixel_color([(4, 4)], 3)', 'obj_color(self.temp_state, object2, 0)', 'obj_color(self.temp_state, object1, 0)', 'obj_color(self.temp_state, object4, 0)', 'obj_color(self.temp_state, object5, 0)', 'complete(self.temp_state)']",9,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 4, 0, 0, 0, 0], [0, 0, 0, 0, 6, 7, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",d89b689b,341,"To make the output, you have to...replace 2x2 same grid color with all other four different colors that in input grid. each 2x2 grid color are different in output grid 2x2.","To make the output, you have to...replace 2x2 same grid color with all other three different colors that in input grid. each 2x2 grid color are different in output grid 2x2.","To make the output, you have to...replace 2x3 same grid color with all other four different colors that in input grid. each 2x3 grid color are different in output grid 2x3.","To make the output, you have to...keep 2x2 same grid color with all other four different colors that in input grid. each 2x2 grid color are different in output grid 2x2.","To make the output, you have to...replace 3x3 same grid color with all other four different colors that in input grid. each 3x3 grid color are same in output grid 3x3."
223,d8c310e9.json,"['vertical_line', 'pixel_color', 'horizontal_line', 'pixel_color', 'vertical_line', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(1, 10), (4, 10)], 2)', 'pixel_color([(4, 11)], 3)', 'horizontal_line(self.temp_state, [(4, 14), (4, 11)], 6)', 'pixel_color([(3, 12)], 6)', 'vertical_line(self.temp_state, [(4, 14), (1, 14)], 2)', 'pixel_color([(4, 10)], 2)', 'pixel_color([(4, 14)], 2)', 'pixel_color([(3, 13)], 2)', 'complete(self.temp_state)']",9,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2], [6, 2, 2, 0, 6, 2, 2, 0, 6, 2, 2, 0, 6, 2, 2], [6, 6, 2, 3, 6, 6, 2, 3, 6, 6, 2, 3, 6, 6, 2]]",d8c310e9,342,"To make the output, you have to...connect the repeating pattern continuously to the right end.","To make the output, you have to...disconnect the repeating pattern continuously to the far end.","To make the output, you have to...connect the varying pattern momentarily to the left end.","To make the output, you have to...interrupt the repeating pattern consistently to the right end.","To make the output, you have to...break up the repeating pattern intermittently to the left end."
224,d90796e8.json,"['obj_color', 'pixel_color', 'obj_color', 'pixel_color', 'obj_color', 'pixel_color', 'complete']","['obj_color(self.temp_state, object9, 0)', 'pixel_color([(5, 7)], 8)', 'obj_color(self.temp_state, object4, 0)', 'pixel_color([(1, 6)], 8)', 'obj_color(self.temp_state, object3, 0)', 'pixel_color([(2, 1)], 8)', 'complete(self.temp_state)']",7,TRUE,"[[0, 0, 0, 0, 2, 0, 0, 0, 5], [0, 0, 0, 0, 0, 0, 8, 0, 0], [0, 8, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 5, 0, 0, 0, 2], [5, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 8, 0], [5, 3, 0, 0, 0, 5, 0, 0, 0]]",d90796e8,343,"To make the output, you have to...copy the exact entire image. Where ever a green and red pixel touch on their sides (not diagonal/corners), replace the green pixel with light blue, and replace the red pixel with black. (remove it)","To make the output, you have to...draw a new image without touching the green and red pixels on their sides. Wherever a black and light blue pixel meet (not diagonally), keep the black pixel and replace the light blue one with green.","To make the output, you have to...just fill the empty areas with pixels. Wherever a yellow and pink pixel touch on their sides (not corners), keep the yellow pixel and replace the pink one with gray.","To make the output, you have to...copy invertly the entire image. Wherever a blue and gray pixel touch on their sides (not diagonally), replace the blue pixel with pink and leave the gray pixel unchanged.","To make the output, you have to...just replace the entire screen with green pixels. Wherever a green and green pixel touch on their sides, keep the green pixel and replace the other green one with red."
225,d9f24cd1.json,"['vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(9, 1), (4, 1)], 2)', 'vertical_line(self.temp_state, [(6, 2), (0, 2)], 2)', 'vertical_line(self.temp_state, [(6, 4), (9, 4)], 2)', 'vertical_line(self.temp_state, [(8, 5), (0, 5)], 2)', 'vertical_line(self.temp_state, [(9, 8), (0, 8)], 2)', 'pixel_color([(0, 2)], 2)', 'pixel_color([(0, 5)], 2)', 'pixel_color([(0, 8)], 2)', 'complete(self.temp_state)']",9,TRUE,"[[0, 0, 2, 0, 0, 2, 0, 0, 2, 0], [0, 0, 2, 0, 0, 2, 0, 0, 2, 0], [0, 0, 2, 0, 0, 2, 0, 5, 2, 0], [0, 0, 2, 0, 0, 2, 0, 0, 2, 0], [0, 5, 2, 0, 0, 2, 0, 0, 2, 0], [0, 2, 2, 0, 0, 2, 0, 0, 2, 0], [0, 2, 0, 0, 5, 2, 0, 0, 2, 0], [0, 2, 0, 0, 2, 2, 0, 0, 2, 0], [0, 2, 0, 0, 2, 0, 0, 0, 2, 0], [0, 2, 0, 0, 2, 0, 0, 0, 2, 0]]",d9f24cd1,344,"To make the output, you have to...extend each red dot straight up so it forms a vertical line. The red pixel must change direction as it reaches the grey pixel to the right and continue straight up.","To make the output, you have to...extend each yellow dot straight up so it forms a vertical line. The yellow pixel must change direction as it reaches the brown pixel to the right and continue straight up.","To make the output, you have to...extend each blue dot straight up so it forms a vertical line. The blue pixel must change direction as it reaches the black pixel to the right and continue straight up.","To make the output, you have to...extend each green dot straight up so it forms a vertical line. The green pixel must change direction as it reaches the pink pixel to the right and continue straight up.","To make the output, you have to...extend each grey dot straight up so it forms a vertical line. The grey pixel must change direction as it reaches the red pixel to the right and continue straight up."
230,dc433765.json,"['move_down', 'complete']","['move_down(self.temp_state, object1)', 'complete(self.temp_state)']",2,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",dc433765,352,"To make the output, you have to...move the green square one block closer to the yellow square, no matter if it is horizontal, diagonal, or vertical.","To make the output, you have to...move the yellow square two blocks closer to the green square, no matter if it is horizontal, diagonal, or vertical.","To make the output, you have to...move the pink square one block further from the light blue square, no matter if it is horizontal, diagonal, or vertical.","To make the output, you have to...move the brown square three blocks closer to the red square, no matter if it is horizontal, diagonal, or vertical.","To make the output, you have to...move the green rectangle one block closer to the yellow rectangle, no matter if it is horizontal, diagonal, or vertical."
231,ddf7fa4f.json,"['obj_color', 'obj_color', 'obj_color', 'complete']","['obj_color(self.temp_state, object4, 6)', 'obj_color(self.temp_state, object5, 9)', 'obj_color(self.temp_state, object6, 3)', 'complete(self.temp_state)']",4,TRUE,"[[3, 0, 0, 0, 6, 0, 0, 0, 9, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 6, 6, 6, 6, 6, 0, 9, 9], [0, 0, 6, 6, 6, 6, 6, 0, 9, 9], [0, 0, 6, 6, 6, 6, 6, 0, 9, 9], [0, 0, 6, 6, 6, 6, 6, 0, 9, 9], [0, 0, 0, 0, 0, 0, 0, 0, 9, 9], [3, 3, 3, 3, 0, 0, 0, 0, 9, 9], [3, 3, 3, 3, 0, 0, 0, 0, 9, 9], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",ddf7fa4f,353,"To make the output, you have to...fill the gray area with the colors corresponding with the colored block in the first row.","To make the output, you have to...fill the gray area with the colors corresponding with the numbered block in the first row.","To make the output, you have to...leave the gray area blank and only fill in colored squares in the first row.","To make the output, you have to...fill the gray area with the colors corresponding with the colored block in the last row.","To make the output, you have to...fill the black area with the colors corresponding with the colored block in the first row."
232,ded97339.json,"['horizontal_line', 'vertical_line', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(8, 4), (8, 7)], 8)', 'vertical_line(self.temp_state, [(8, 7), (3, 7)], 8)', 'vertical_line(self.temp_state, [(1, 1), (5, 1)], 8)', 'complete(self.temp_state)']",4,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 8, 0, 0, 0, 0, 0, 0, 0, 0], [0, 8, 0, 8, 0, 0, 0, 0, 0, 0], [0, 8, 0, 0, 0, 0, 0, 8, 0, 0], [0, 8, 0, 0, 0, 0, 0, 8, 0, 0], [0, 8, 0, 0, 0, 0, 0, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 8, 0, 0], [0, 0, 0, 0, 8, 8, 8, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",ded97339,355,"To make the output, you have to...connect the magenta boxes that are directly vertical and horizontal to each other.","To make the output, you have to...connect the black boxes that are directly vertical and horizontal to each other.","To make the output, you have to...connect the magenta boxes that are diagonally to each other.","To make the output, you have to...connect the blue boxes that are directly vertical and horizontal to each other.","To make the output, you have to...disconnect the magenta boxes that are directly vertical and horizontal to each other."
236,e40b9e2f.json,"['vertical_line', 'vertical_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'pixel_color', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(8, 3), (0, 3)], 3)', 'vertical_line(self.temp_state, [(8, 5), (0, 5)], 3)', 'horizontal_line(self.temp_state, [(3, 5), (3, 8)], 3)', 'horizontal_line(self.temp_state, [(5, 5), (5, 8)], 3)', 'horizontal_line(self.temp_state, [(4, 1), (4, 7)], 2)', 'pixel_color([(6, 4)], 2)', 'pixel_color([(4, 4)], 3)', 'complete(self.temp_state)']",8,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 3, 0, 0, 0, 0], [0, 0, 0, 3, 2, 3, 0, 0, 0, 0], [0, 3, 3, 3, 2, 3, 3, 3, 0, 0], [0, 0, 2, 2, 3, 2, 2, 0, 0, 0], [0, 3, 3, 3, 2, 3, 3, 3, 0, 0], [0, 0, 0, 3, 2, 3, 0, 0, 0, 0], [0, 0, 0, 3, 0, 3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",e40b9e2f,360,"To make the output, you have to...copy the outside color to the opposite corners of each side of the inside shape to make a square pattern. Then for the inside shape you have to visualize the pattern clockwise 90 degree, 180 degree, 270 degree, and fill in the grid with all of these overlay on top of each other.","To make the output, you have to...move the outside colors to the opposite sides, and make a square patterns with it. Rotate the inside shape counterclockwise 90 degree, 180 degree, 270 degree, and fill in all of these at once on the grid. ","To make the output, you have to...copy the outside color to the same corners on each side of the inside shape, making a rectangle pattern. Then the pattern inside should be rotated 45 degrees, 120 degrees, 200 degrees, and fill in the grid with each of these overlays.","To make the output, you have to...place the exterior color on the opposite edges, then make a pie-shaped pattern. For the interior shape, you have to consider the pattern at 60 degree, 180 degree, 270 degree, and fill in the grid with all these overlays on top of each other.","To make the output, you have to...transfer the outside color to the surrounding areas, making circle patterns. Then, rotate the inside pattern 30 degrees, 120 degrees, 240 degrees, and fill in every space on the grid."
237,e48d4e1a.json,"['move_left', 'move_left', 'move_down', 'move_down', 'obj_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['move_left(self.temp_state, object1)', 'move_left(self.temp_state, object1)', 'move_down(self.temp_state, object1)', 'move_down(self.temp_state, object1)', 'obj_color(self.temp_state, object2, 0)', 'pixel_color([(5, 8)], 8)', 'pixel_color([(5, 9)], 8)', 'pixel_color([(1, 3)], 8)', 'pixel_color([(0, 3)], 8)', 'complete(self.temp_state)']",10,TRUE,"[[0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [8, 8, 8, 8, 8, 8, 8, 8, 8, 8], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0]]",e48d4e1a,361,"To make the output, you have to...count the grey grid and place the meeting point of the colored grid-down through with the same count.","To make the output, you have to...count the pink grid and place the meeting point of the colored grid-down through with the same count.","To make the output, you have to...count the grey grid and then place the meeting point of the colored grid-up through with the same count.","To make the output, you have to...count the grey grid and place the intersection point of the colored grid-right with the same count.","To make the output, you have to...calculate the red grid and place the meeting point of the colored grid-down through with the same count."
238,e5062a87.json,"['vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'pixel_color', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(5, 0), (1, 0)], 2)', 'vertical_line(self.temp_state, [(5, 1), (1, 1)], 2)', 'vertical_line(self.temp_state, [(6, 8), (9, 8)], 2)', 'vertical_line(self.temp_state, [(6, 9), (9, 9)], 2)', 'pixel_color([(9, 8)], 2)', 'pixel_color([(9, 9)], 2)', 'complete(self.temp_state)']",7,TRUE,"[[0, 5, 5, 5, 0, 5, 5, 5, 5, 0], [5, 5, 5, 0, 5, 5, 5, 5, 0, 5], [2, 2, 5, 5, 5, 5, 0, 5, 0, 0], [2, 2, 5, 5, 5, 5, 0, 5, 5, 5], [2, 2, 5, 5, 5, 2, 2, 0, 0, 5], [5, 5, 0, 0, 0, 2, 2, 5, 5, 5], [0, 0, 5, 5, 0, 2, 2, 5, 5, 5], [0, 5, 5, 5, 5, 5, 5, 0, 2, 2], [5, 5, 0, 0, 5, 5, 5, 0, 2, 2], [5, 0, 5, 0, 5, 0, 0, 5, 2, 2]]",e5062a87,362,"To make the output, you have to...find any black squares that are in the same pattern as the red squares, then change the black squares in each pattern to red.","To make the output, you have to...find any blue squares that are in the same pattern as the red squares, then change the blue squares in each pattern to green.","To make the output, you have to...spot all the yellow squares that match the pattern of the blue squares, then alter the yellow squares in each pattern to pink.","To make the output, you have to...seek out any green squares that are in the same pattern as the yellow squares, then modify the green squares in each pattern to brown.","To make the output, you have to...locate all the pink squares that coincide with the pattern of the gray squares, then switch the pink squares in every pattern to light blue."
